protein_ids	12500amol_r1	12500amol_r2	12500amol_r3	125amol_r1	125amol_r2	125amol_r3	25000amol_r1	25000amol_r2	25000amol_r3	2500amol_r1	2500amol_r2	2500amol_r3	250amol_r1	250amol_r2	250amol_r3	50000amol_r1	50000amol_r2	50000amol_r3	5000amol_r1	5000amol_r2	5000amol_r3	500amol_r1	500amol_r2	500amol_r3	50amol_r1	50amol_r2	50amol_r3
sp|P53981|YNB0_YEAST	56457000	57829000	53721000	52083000	51449000	54567000	52772000	60962000	42688000	53153000	57670000	53625000	52890000	61153000	57285000	51072000	50980000	46553000	56707000	58612000	21764000	57718000	51980000	48428000	42662000	48073000	51148000
sp|P54000|SUB1_YEAST	3461600	3367900	0	3686800	10096000	3774600	0	4027100	3566800	3806300	3418900	3745900	2449100	3749800	3716300	3464800	3447800	3388500	4290500	4736900	3961800	5204500	0	5430400	4178000	4021800	4102000
sp|P54113|PUR91_YEAST	111450000	102570000	106000000	106540000	104560000	103900000	110740000	117140000	108720000	118220000	110800000	110330000	116140000	103050000	112400000	107260000	102930000	98275000	112380000	112230000	117660000	106520000	105630000	106400000	91970000	104540000	106840000
sp|P54115|ALDH6_YEAST	507910000	520880000	517340000	494720000	521430000	507820000	505480000	522250000	512010000	507030000	492200000	505160000	499900000	488590000	493490000	479610000	499970000	511890000	511690000	492880000	520170000	503110000	519970000	531240000	528660000	536720000	522100000
sp|P54787|VPS9_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562900	0	0	0	0	0	0
sp|P54838|DAK1_YEAST	63997000	62416000	61209000	64864000	60158000	60135000	62006000	61552000	56906000	69178000	62814000	57536000	66017000	61839000	59524000	56324000	59669000	55027000	63168000	59874000	63740000	64831000	59679000	62750000	51124000	57185000	61020000
sp|P54839|HMCS_YEAST	509690000	512040000	503150000	514400000	510920000	494520000	477430000	461940000	472520000	489150000	477320000	494630000	510510000	512540000	490920000	451540000	425690000	453970000	514870000	508690000	505140000	514270000	499840000	502370000	526300000	543590000	528990000
sp|P54885|PROA_YEAST	24018000	20610000	21601000	24887000	25800000	25516000	20497000	23676000	25756000	26712000	21961000	21764000	24698000	23254000	24744000	23809000	25032000	25993000	25231000	20333000	23188000	24477000	28419000	22484000	25558000	25343000	30305000
sp|P57744|TIM8_YEAST	7929500	5853200	6378700	5717200	6771400	7081500	7772700	7083700	6380500	8977700	9234600	9136600	6715400	7073300	8047200	5158900	7002800	5512000	8877700	7983300	7789300	6946200	12160000	8870400	4456300	4502900	6238700
sp|P60010|ACT_YEAST	993090000	1040500000	1047300000	976260000	1026900000	997140000	994120000	968500000	945340000	1025500000	1004600000	1046400000	1004900000	1069700000	1069400000	959720000	981500000	994340000	1034000000	1028200000	1016700000	1017200000	1082200000	1057600000	1346600000	1171100000	1074400000
sp|P61830|H3_YEAST	105560000	103380000	113020000	113140000	112130000	108040000	106650000	85311000	89803000	87360000	103440000	111990000	98451000	109320000	107110000	95195000	97403000	104170000	91538000	108020000	91577000	91729000	107750000	109920000	257770000	222060000	216340000
sp|P80210|PURA_YEAST	19737000	17553000	16312000	21283000	17740000	18831000	18321000	18296000	19592000	18745000	22119000	18467000	16625000	16332000	17032000	19386000	19476000	17233000	19430000	19449000	20538000	15974000	17914000	19122000	18047000	22538000	19153000
sp|P80235|CACM_YEAST	11893000	8937900	10723000	10124000	11496000	10786000	13465000	13524000	11170000	13337000	12630000	13142000	12084000	10653000	11751000	10051000	12339000	10203000	13327000	13165000	12574000	10579000	9010200	9998300	8498100	8999500	7993900
sp|P81449|ATPJ_YEAST	11067000	10266000	10072000	10979000	9764200	9539200	11173000	11889000	9251200	10919000	10646000	11107000	10152000	10401000	10176000	8586900	8104700	7831000	12261000	13195000	11965000	11816000	10375000	9732000	8158100	9642700	9518700
sp|P89886|TMA20_YEAST	15842000	13855000	15833000	14382000	16333000	14565000	12176000	16161000	12366000	15882000	14515000	17607000	16031000	14733000	12784000	14694000	10544000	12439000	16658000	13213000	16216000	13558000	14892000	13299000	12959000	11678000	16741000
sp|Q00055|GPD1_YEAST	73952000	84178000	76755000	76665000	74577000	71054000	74129000	82482000	75114000	88321000	78898000	82939000	72206000	67584000	72597000	76638000	71448000	64613000	84126000	75190000	83811000	72159000	66784000	76715000	72001000	80373000	79681000
sp|Q00711|SDHA_YEAST	18082000	21894000	21871000	18754000	18945000	22518000	16869000	19393000	23033000	17102000	26829000	23847000	17896000	14697000	20275000	19297000	20148000	21827000	22760000	22741000	22840000	23460000	21666000	18031000	19138000	13196000	17864000
sp|Q00764|TPS1_YEAST	47571000	55424000	50534000	42943000	39318000	39555000	46194000	37491000	41177000	42866000	57601000	51210000	41324000	32541000	35568000	33464000	45215000	43764000	60947000	58313000	46332000	33532000	40567000	39943000	68371000	40414000	43647000
sp|Q00772|SLT2_YEAST	0	0	0	6572100	6137300	5511000	0	0	0	0	0	0	0	6136200	5411800	0	4926600	4610700	0	0	0	0	0	0	6143900	8053700	6606600
sp|Q00816|REG1_YEAST	2132200	0	0	0	2095500	0	0	0	1880900	0	0	1792900	0	2033300	2222100	0	0	0	0	0	2089500	0	1764700	0	1242800	0	0
sp|Q00955|ACAC_YEAST	199810000	199380000	198340000	193850000	204380000	211090000	191050000	212900000	195120000	209660000	215340000	208030000	206650000	199170000	200280000	197230000	190650000	189860000	209460000	209460000	209720000	213700000	194580000	212720000	175050000	190490000	192980000
sp|Q01163|RT23_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q01217|ARG56_YEAST	15704000	16814000	15783000	0	21649000	10429000	13305000	11993000	14964000	14045000	15104000	19453000	17513000	15891000	14817000	14612000	15532000	12394000	16075000	16166000	18857000	21221000	16715000	16557000	17717000	9449400	17175000
sp|Q01519|COX12_YEAST	35078000	27907000	31702000	27737000	25337000	28650000	29263000	22552000	25751000	32834000	29842000	29335000	28821000	27713000	28901000	23892000	25347000	22891000	28283000	29826000	32720000	30796000	33129000	29874000	25125000	25398000	32732000
sp|Q01532|BLH1_YEAST	38744000	37494000	37757000	39174000	37732000	36652000	38469000	36380000	39489000	38620000	42045000	41311000	36150000	40105000	39735000	35373000	36725000	34184000	44280000	38719000	46222000	38006000	41005000	41766000	28577000	30365000	38763000
sp|Q01560|NOP3_YEAST	113180000	110510000	111190000	114970000	116240000	118370000	108370000	106420000	98171000	113780000	119750000	116370000	108240000	117490000	114490000	92370000	98582000	87517000	116760000	114780000	121650000	118440000	117870000	123780000	89949000	96672000	106130000
sp|Q01574|ACS1_YEAST	42371000	44121000	43700000	39609000	38081000	35023000	39442000	36301000	33596000	45661000	41800000	37428000	36683000	35918000	38472000	34959000	35240000	36090000	44336000	42662000	53597000	42666000	41670000	38436000	33023000	34906000	39046000
sp|Q01649|CIK1_YEAST	25935000	40425000	28197000	37793000	26536000	26821000	27218000	0	30065000	44196000	0	31748000	28265000	28167000	25432000	36246000	0	0	0	0	30269000	31398000	30054000	27565000	0	9503100	14033000
sp|Q01662|MAP1_YEAST	7306300	5933400	7115200	5905000	6520200	6330700	6593300	6954300	5415000	6368600	6510500	6213600	5033000	5040500	5286500	6145800	5284300	5742500	7531000	7666800	7111600	6780100	6219300	5668900	4589900	6559200	5296500
sp|Q01852|TIM44_YEAST	10069000	12338000	9513300	13878000	19033000	16310000	14185000	13599000	11678000	10061000	20009000	15246000	10795000	14399000	22173000	15930000	14422000	7755800	20140000	18601000	16856000	18859000	16769000	17091000	12611000	15873000	14357000
sp|Q01855|RS15_YEAST	217510000	234750000	266310000	216440000	254700000	255140000	231460000	233840000	227910000	212070000	217390000	248090000	233170000	246590000	243520000	246110000	249430000	263180000	250440000	236910000	276170000	259090000	237810000	237030000	215580000	207220000	217460000
sp|Q01939|PRS8_YEAST	13801000	11157000	13280000	10892000	12808000	13301000	11319000	12876000	12775000	15202000	13246000	12086000	13916000	12794000	13253000	14137000	10576000	11462000	14257000	15083000	11562000	12953000	12229000	12475000	10157000	10850000	11647000
sp|Q01976|ADPP_YEAST	9846100	12500000	11101000	12615000	11868000	12706000	9994300	10627000	10867000	12671000	11164000	10229000	11312000	11553000	11317000	10506000	9298300	8768300	10813000	10390000	10972000	12414000	11835000	11088000	16669000	14379000	14254000
sp|Q02196|KAPS_YEAST	0	0	0	0	0	0	0	4734500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q02326|RL6A_YEAST	257070000	251670000	238400000	246170000	237370000	227180000	242450000	253320000	234410000	235500000	238560000	233600000	226630000	231410000	224960000	229490000	222110000	247930000	247460000	252400000	240910000	232920000	244320000	236710000	255510000	266210000	251950000
sp|Q02486|ABF2_YEAST	24696000	20921000	23132000	20107000	16265000	18254000	22777000	21555000	18381000	17957000	44871000	24608000	15468000	16811000	20916000	34681000	27503000	24048000	18227000	22331000	20560000	18212000	19690000	18518000	13035000	16066000	14168000
sp|Q02642|NACB1_YEAST	68026000	89609000	75972000	70978000	80510000	74103000	64040000	51996000	61030000	64414000	77892000	77463000	86869000	83307000	84108000	64299000	64069000	67320000	63896000	85520000	71906000	81757000	69618000	74909000	121270000	79468000	106570000
sp|Q02725|VTC3_YEAST	28312000	30203000	29553000	25451000	28082000	23436000	30435000	25226000	31215000	31654000	32378000	26744000	27502000	26953000	30799000	28746000	25913000	27857000	26339000	31363000	34459000	29764000	28721000	30740000	25067000	24856000	24331000
sp|Q02753|RL21A_YEAST;sp|Q12672|RL21B_YEAST	192570000	201800000	200570000	182680000	177570000	182530000	191200000	223890000	228670000	184670000	187450000	186430000	183900000	171640000	176030000	196300000	201020000	200430000	196600000	184520000	200910000	174230000	177370000	177700000	156280000	168990000	174110000
sp|Q02754|YP067_YEAST	3270700	4310700	3273500	4487400	2781000	3232500	3834600	4639300	2891700	2617800	4142300	3541400	3155300	2791000	3231000	4482300	2663500	3514900	3753200	4213000	3530300	2868900	3867200	3803500	0	3120400	2651400
sp|Q02785|PDR12_YEAST	0	9607300	9635500	12351000	10301000	8585900	9360600	8802900	7565500	0	9737100	9412100	9887200	10058000	10070000	8936700	7757300	8067500	9675200	10886000	9635400	10139000	0	8432700	0	9370900	10476000
sp|Q02805|ROD1_YEAST	7618500	6437200	6591800	8040400	8124900	7664300	7176500	6450300	6951500	9184300	8039300	8479100	8242500	7964700	8278100	6362800	5110300	6449900	21050000	7643700	8197000	9013500	8040300	9584900	8036600	5651100	6939600
sp|Q02821|IMA1_YEAST	30099000	21066000	24774000	34836000	27931000	30920000	36317000	20582000	24428000	26789000	33505000	29491000	30219000	29716000	31604000	27000000	25064000	24478000	28487000	24209000	28395000	31489000	29239000	29744000	30915000	27730000	38651000
sp|Q02887|ATG21_YEAST	0	0	0	0	0	0	0	5206300	0	0	0	0	0	0	0	6980400	0	0	0	0	9341500	0	0	0	0	0	0
sp|Q03048|COFI_YEAST	361350000	367510000	367270000	362310000	367170000	344030000	356570000	425970000	330170000	389440000	391640000	381820000	376960000	374570000	379360000	310390000	292420000	301110000	375590000	375640000	368400000	373220000	370120000	379940000	323420000	340180000	332750000
sp|Q03102|YMN1_YEAST	38077000	37498000	36254000	28557000	27345000	25333000	35575000	43393000	38912000	39789000	33883000	32526000	29166000	29981000	28321000	28543000	31557000	34290000	41687000	42693000	34672000	29107000	25854000	25188000	18494000	25907000	24850000
sp|Q03104|MSC1_YEAST	22305000	21442000	17633000	19181000	18446000	16386000	19354000	20215000	19104000	23090000	17608000	21983000	20535000	20122000	22949000	16913000	13787000	15933000	21762000	23705000	21285000	23318000	21910000	18717000	17447000	17480000	16829000
sp|Q03161|YMY9_YEAST	100850000	98148000	108590000	114950000	111610000	111790000	99945000	102410000	91127000	108700000	109750000	102970000	112610000	112110000	112540000	92458000	90812000	89983000	102980000	102810000	106550000	108430000	101880000	109810000	84339000	95505000	98079000
sp|Q03195|RLI1_YEAST	56891000	54031000	51176000	39660000	44728000	42470000	51869000	55312000	53543000	57161000	56262000	65973000	51268000	51978000	43859000	55121000	49459000	48735000	52112000	55365000	47648000	52927000	44320000	53710000	43308000	46254000	43238000
sp|Q03219|YM44_YEAST	23973000	26776000	24772000	25921000	30033000	27032000	25581000	28125000	24725000	27178000	27474000	28074000	26908000	26003000	27372000	25802000	25463000	24769000	22870000	25258000	29834000	29771000	25554000	25752000	20412000	22252000	25935000
sp|Q03532|HAS1_YEAST	0	0	3019800	0	4642300	0	2921600	0	3547400	0	0	3047400	2785600	0	0	0	0	0	4239200	3135600	0	0	0	0	0	0	0
sp|Q03558|OYE2_YEAST	240370000	245970000	254650000	258060000	257700000	249040000	238000000	232340000	236420000	256800000	242170000	248350000	243050000	250100000	252160000	240510000	219270000	243050000	237010000	231430000	249580000	238420000	232570000	231520000	301660000	261210000	265470000
sp|Q03655|GAS3_YEAST	0	0	0	5885700	6936300	5475600	6041700	0	7004600	8458100	8544600	6702200	6512500	6987000	8125300	7743700	5728300	6110400	7564800	8168800	0	7374500	10582000	6139600	6672400	7240600	7350500
sp|Q03677|MTND_YEAST	8463300	5135300	4520900	11948000	13789000	7884500	0	5396800	0	3633800	4380600	3756500	9293500	10183000	7869100	3631800	8819300	3270200	2756000	0	0	7579700	7269800	4536900	8769300	9209700	14287000
sp|Q03690|CLU_YEAST	104280000	100650000	97086000	93049000	96264000	93996000	97050000	96311000	96301000	104970000	110160000	110870000	98654000	101280000	97797000	89555000	93176000	86544000	104930000	100150000	103320000	93779000	100450000	104160000	67535000	78960000	77801000
sp|Q03774|TRM82_YEAST	5133800	4985200	5022600	0	4720600	5056100	5435400	4628600	4807400	0	5352800	0	0	4941000	5494600	4053700	5477900	5423600	0	5147900	5559500	0	5685500	0	3958500	4190100	5148200
sp|Q03862|ARX1_YEAST	6144600	6182700	6995300	5135200	4974900	5583400	5086300	4728800	5019500	5513500	5725700	4942000	5242100	6600700	5799600	5481500	5467100	5584400	5852900	5303500	6799200	5981700	5377300	5288300	5623600	5037300	5394000
sp|Q03940|RUVB1_YEAST	30303000	32414000	27439000	31068000	33075000	31032000	31195000	32610000	29869000	38892000	30935000	34813000	33811000	33525000	33014000	27270000	28266000	26257000	31420000	33557000	31057000	31108000	33060000	32110000	27625000	25438000	28313000
sp|Q03964|YD17A_YEAST;sp|Q04214|YM13B_YEAST;sp|Q04215|YM13A_YEAST;sp|Q12266|YB11A_YEAST;sp|Q12490|YB11B_YEAST	4498700	4094200	4476900	3545400	4256600	4024100	5131100	4069600	3718300	3734000	5663400	4318200	4175100	4221000	4354300	0	0	2272800	7257500	6702200	4511800	3436800	3819300	3707000	2488500	3464000	3910300
sp|Q03973|HMO1_YEAST	0	0	0	7296500	8029100	6563700	9873300	0	0	9447300	0	0	8913500	9331500	9547000	0	7458300	7812400	0	0	0	9573100	9234100	8848300	8570200	9994300	8016100
sp|Q04013|YHM2_YEAST	6742300	6361700	6486300	5261500	5841700	6482800	5894700	6342900	6909600	6778600	8514600	8038500	6399800	6179600	5751900	5482900	7005700	5427500	7287600	6371300	6068700	6017100	5782500	6009700	4172600	4723300	4556300
sp|Q04062|RPN9_YEAST	12296000	21509000	14912000	12484000	12909000	13781000	15612000	14126000	13493000	13354000	12873000	11631000	12811000	12248000	22306000	12412000	13476000	12376000	13580000	12326000	15750000	14211000	15842000	15393000	13805000	14413000	13929000
sp|Q04067|EIF3G_YEAST	32595000	26294000	33998000	23751000	35220000	28704000	28728000	37309000	35546000	37709000	31175000	31591000	37287000	32293000	29556000	26290000	7596600	5856600	35903000	28020000	33964000	33990000	26008000	39185000	30528000	25608000	29524000
sp|Q04175|SXM1_YEAST	5889600	6345600	5807700	6831700	5497900	6839200	6802400	0	7379300	6479600	7297800	5873400	8113900	7061900	6512200	5806300	7199000	6684600	5644800	5317500	7340200	0	7846900	6104400	5592400	6378900	5016900
sp|Q04178|HPRT_YEAST	9586800	8167200	9652400	7989100	8682900	8958000	8304200	8822900	7938500	9380700	8737900	8742100	10517000	8688000	11208000	7886900	6746400	6730500	9686600	9338100	9851200	9542000	8638000	7978500	6740500	6330900	7225500
sp|Q04304|YMY0_YEAST	11025000	14491000	10816000	10028000	10621000	8240100	10828000	9415400	7730800	9887300	11733000	10634000	15211000	14962000	10238000	13109000	8849900	6920300	9950800	9471500	10458000	8908500	13919000	11189000	9307600	11407000	10430000
sp|Q04336|YM54_YEAST	3639800	4333400	3090800	3525500	3115800	3372100	3305200	3819200	3835200	4146100	3983400	3238400	3447100	4028000	3382100	3509600	3407800	3291700	3828900	4027300	4058700	3287700	3637300	3244500	2912500	2854100	3161600
sp|Q04338|VTI1_YEAST	25189000	20912000	22458000	0	0	22316000	20311000	23524000	25139000	24926000	21579000	25682000	21480000	21275000	20276000	20981000	21057000	0	28815000	22778000	21531000	22881000	21783000	23693000	0	0	0
sp|Q04341|MIX14_YEAST	17030000	15969000	16823000	21914000	19112000	15893000	14157000	14915000	14809000	19760000	19339000	17561000	19204000	15743000	18570000	12332000	12817000	12859000	17072000	17193000	17370000	21142000	17027000	14966000	19803000	18344000	16523000
sp|Q04344|HNT1_YEAST	33619000	27788000	30446000	34620000	43751000	44431000	36211000	43643000	24981000	24643000	32806000	33874000	33416000	29719000	34617000	29763000	27233000	27013000	27216000	34302000	23960000	28750000	27712000	35892000	43483000	41966000	38444000
